,entity_id,name,category_code,status,country_code,first_investment_at,last_investment_at,investment_rounds,invested_companies,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships,Average_inevstment_time
73063,217397,TerraForum Consultores,unknown,1,unknown,,,0,0,,,0,0,01/01/2005,01/01/2005,1,1,50.0
73068,217400,Alliqua,biotech,1,USA,,,0,0,17/03/2011,26/11/2013,6,20516578,,,0,5,50.0
73249,21759,BookTour,search,0,USA,,,0,0,17/04/2009,17/04/2009,1,350000,,,0,1,50.0
73277,21762,Zencoder,software,1,USA,,,0,0,01/02/2010,12/04/2011,2,2000000,20/08/2010,01/09/2011,2,7,50.0
73353,2177,Paglo,search,1,USA,,,0,0,,,0,0,01/01/2008,23/02/2010,2,2,50.0
73399,21776,BrightView Systems,cleantech,0,ISR,,,0,0,01/01/2009,01/01/2009,1,6000000,,,0,0,50.0
73424,217785,Toy Rocket Toys,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
73440,2178,What They Like,web,0,USA,,,0,0,29/08/2007,29/08/2007,1,990000,,,0,2,50.0
73461,21782,Geotate,software,1,unknown,,,0,0,,,0,0,,,0,0,50.0
73472,21783,Neonseven,enterprise,1,unknown,,,0,0,,,0,0,,,0,0,50.0
73497,217859,Planet Payment,unknown,1,unknown,,,0,0,30/11/2005,01/06/2012,2,5601745,01/01/2010,01/01/2010,1,1,50.0
73528,217891,Pharmacyclics,biotech,1,USA,,,0,0,,,0,0,01/08/2010,20/11/2013,2,8,50.0
73537,21790,Schoolnet,web,1,USA,,,0,0,18/09/2006,01/01/2009,3,44500000,01/07/2007,01/07/2007,1,3,50.0
73568,217933,Oki-Ni,ecommerce,1,GBR,,,0,0,,,0,0,,,0,0,50.0
73593,217963,Gestev,ecommerce,1,FRA,,,0,0,,,0,0,,,0,0,50.0
73629,2180,Pyra Labs,unknown,1,USA,,,0,0,,,0,0,,,0,3,50.0
73668,21804,Adeptol,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
73725,2181,Neotonic Software,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
73756,21813,Lumigent Technologies,software,0,USA,,,0,0,01/03/2003,18/12/2009,4,23000000,01/01/2010,01/01/2010,1,8,50.0
73805,21818,Crux Biomedical,biotech,1,USA,,,0,0,01/01/2009,01/01/2009,1,8000000,,,0,3,50.0
73812,21819,Trellia Networks,mobile,1,CAN,,,0,0,10/01/2005,19/01/2009,3,8800000,01/01/2010,01/01/2010,1,2,50.0
73930,218314,The Sugar Lab,hardware,1,USA,,,0,0,,,0,0,01/01/2011,01/01/2011,1,2,50.0
73991,21838,Nanny Providers Canada,unknown,1,unknown,,,0,0,,,0,0,01/01/1988,01/01/1988,1,0,50.0
73993,218381,Apriso,software,1,USA,,,0,0,,,0,0,,,0,1,50.0
74004,218392,Dominion Gas,other,1,unknown,,,0,0,,,0,0,,,0,0,50.0
74026,218416,Harbinger Group,software,1,USA,,,0,0,,,0,0,01/01/1997,18/07/2013,2,4,50.0
74030,21842,cember.net,unknown,1,unknown,,,0,0,,,0,0,,,0,2,50.0
74049,21844,Neurona Networking,web,1,ESP,,,0,0,,,0,0,,,0,0,50.0
74078,218479,Wagemeyer,software,1,DEU,,,0,0,,,0,0,,,0,1,50.0
74121,218527,Gallop Solution,software,1,USA,,,0,0,,,0,0,,,0,1,50.0
74171,218582,IASO,software,1,NLD,,,0,0,,,0,0,,,0,1,50.0
74179,21859,Lotus Development Corporation,enterprise,1,unknown,,,0,0,,,0,0,01/01/1997,01/01/1997,1,66,50.0
74183,218593,Spirogen,biotech,1,GBR,,,0,0,,,0,0,01/01/2002,01/01/2002,1,2,50.0
74191,21860,Maptuit,software,1,USA,,,0,0,,,0,0,,,0,2,50.0
74240,21865,billFLO,enterprise,1,unknown,,,0,0,,,0,0,20/06/2011,20/06/2011,1,2,50.0
74286,2187,Movaya,software,1,USA,,,0,0,01/01/2007,01/01/2007,1,500000,01/01/2008,01/01/2008,1,4,50.0
74322,218734,Anavex,biotech,1,USA,,,0,0,08/07/2013,08/07/2013,1,2600000,01/01/2007,01/01/2007,1,1,50.0
74344,21876,disruptorMonkey,unknown,0,unknown,,,0,0,,,0,0,01/01/2006,01/01/2006,1,1,50.0
74345,218760,Advo,unknown,1,unknown,,,0,0,,,0,0,01/01/1999,01/01/1999,1,5,50.0
74394,21881,vLinx,other,1,CAN,,,0,0,,,0,0,,,0,2,50.0
74414,21883,Instapaper,unknown,1,USA,,,0,0,,,0,0,09/08/2013,09/08/2013,1,1,50.0
74567,218990,Covelight Systems,unknown,1,unknown,,,0,0,,,0,0,01/01/2007,01/01/2007,1,2,50.0
74731,21915,Videoflow,games_video,0,FIN,,,0,0,04/04/2009,04/04/2009,1,134250,,,0,0,50.0
74734,219152,Stellar Biotechnologies,biotech,1,USA,,,0,0,22/04/2010,23/09/2013,5,17485580,,,0,4,50.0
74737,219155,CROSSROADS SYSTEMS,analytics,1,USA,,,0,0,17/08/2012,25/07/2013,3,21619991,01/01/2007,01/01/2007,1,7,50.0
74774,219194,Evoke Pharma,biotech,1,USA,,,0,0,,,0,0,,,0,2,50.0
74943,219365,Shopo,ecommerce,1,IND,,,0,0,17/08/2011,17/08/2011,1,0,01/01/2010,01/01/2010,1,1,50.0
74967,21939,LikeCube,software,1,GBR,,,0,0,,,0,0,01/10/2008,01/10/2008,1,6,50.0
74968,219391,Alliant Techsystems,manufacturing,1,USA,,,0,0,,,0,0,01/01/2006,06/09/2013,2,5,50.0
74975,2194,Zenter,web,1,unknown,,,0,0,01/01/2007,01/01/2007,1,15000,01/01/2007,31/08/2010,2,2,50.0
74976,21940,BiPar Sciences,biotech,1,USA,,,0,0,20/12/2004,12/01/2009,4,73000000,,,0,8,50.0
74980,219403,BarrierSafe Solutions International,manufacturing,1,USA,,,0,0,,,0,0,,,0,2,50.0
74996,21942,iSyndica,enterprise,0,USA,,,0,0,01/01/2009,29/07/2009,2,500000,,,0,4,50.0
75026,21945,myGreek,web,0,USA,,,0,0,01/05/2009,01/05/2009,1,0,,,0,3,50.0
75077,2195,DoubleClick,advertising,1,USA,,,0,0,,,0,0,08/07/2007,20/11/2013,3,105,50.0
75139,219568,Hasbro Inc,games_video,1,USA,,,0,0,,,0,0,20/09/2001,20/09/2001,1,11,50.0
75147,219577,Agencourt Bioscience,unknown,1,unknown,,,0,0,01/01/1998,01/01/1998,1,0,01/01/2004,01/01/2004,1,4,50.0
75266,219705,Abound Trading inc,ecommerce,0,unknown,,,0,0,,,0,0,,,0,0,50.0
75368,21982,Affair Match,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
75409,21986,Enpocket,mobile,1,unknown,,,0,0,02/11/2006,02/11/2006,1,2000000,01/01/2005,01/01/2005,1,10,50.0
75445,219894,Realinterest,unknown,0,unknown,,,0,0,,,0,0,01/03/2013,01/03/2013,1,1,50.0
75558,220,Flixster,web,1,USA,,,0,0,01/02/2006,04/04/2008,3,7175000,26/07/2010,17/12/2012,6,12,50.0
75612,22005,Webvan,public_relations,0,USA,29/01/2013,29/01/2013,1,1,,,0,0,01/01/2000,27/09/2013,2,9,0.0
75643,22008,Dada,web,1,ITA,24/02/2007,24/02/2007,1,1,,,0,0,01/04/2006,29/11/2010,2,6,0.0
75664,22010,E-Box - Blogo.it,web,1,ITA,,,0,0,24/02/2007,02/07/2008,2,3474608,,,0,4,50.0
75745,220180,Noodles & Company,unknown,1,unknown,,,0,0,,,0,0,01/01/2001,01/01/2001,1,1,50.0
75774,220208,Hilton Worldwide,unknown,1,GBR,,,0,0,,,0,0,01/11/2011,01/11/2011,1,7,50.0
75775,220209,WhiteWave Foods,hospitality,1,USA,,,0,0,,,0,0,01/01/2008,01/01/2008,1,4,50.0
75837,22027,Colubris Networks,public_relations,1,USA,,,0,0,08/03/2005,23/10/2006,2,29000000,01/05/2007,01/05/2007,1,9,50.0
75845,22028,PanGo Networks,software,1,USA,,,0,0,17/10/2005,17/10/2005,1,10000000,01/01/2004,01/01/2004,1,3,50.0
75932,220373,Accent On Integration,hardware,1,unknown,,,0,0,,,0,0,,,0,1,50.0
75941,220381,AirTouch Communications,mobile,1,USA,,,0,0,28/04/2011,30/08/2011,2,17506428,01/01/1997,25/07/2011,2,6,50.0
76000,220444,Live Connected,public_relations,1,unknown,,,0,0,,,0,0,,,0,0,50.0
76023,22047,Dream Village,other,0,unknown,,,0,0,01/11/2008,01/11/2008,1,10000,,,0,3,50.0
76029,220475,American Addiction Centers,biotech,1,USA,,,0,0,30/03/2012,29/03/2013,2,6838000,,,0,4,50.0
76123,22057,Mr. Youth,advertising,1,USA,01/08/2009,27/07/2011,2,1,01/10/2002,01/02/2009,2,15100000,01/01/2010,14/11/2011,3,5,1.0
76271,220740,InRelease,software,1,unknown,,,0,0,,,0,0,,,0,0,50.0
76501,220985,Arinc,other,1,USA,,,0,0,,,0,0,01/01/1988,01/01/1988,1,1,50.0
76518,2210,Bragster,web,1,GBR,,,0,0,13/02/2008,13/02/2008,1,3500000,13/02/2008,13/02/2008,1,4,50.0
76519,22100,Novaled,cleantech,1,DEU,,,0,0,01/12/2005,28/09/2011,3,32466630,,,0,0,50.0
76550,22103,Chart.ly,web,1,unknown,,,0,0,,,0,0,20/08/2010,20/08/2010,1,2,50.0
76553,221032,Zoltek Corporation,nanotech,1,USA,,,0,0,,,0,0,01/01/1983,01/01/1983,1,1,50.0
76581,221060,Sorrento Therapeutics,biotech,1,USA,,,0,0,11/01/2012,25/10/2013,4,40268495,14/11/2013,14/11/2013,1,7,50.0
76612,221090,Neurelis,biotech,1,USA,,,0,0,03/02/2010,03/10/2011,2,2783950,,,0,0,50.0
76636,221117,Comztek,other,1,ZAF,,,0,0,,,0,0,,,0,1,50.0
76650,22113,Factery,web,0,USA,,,0,0,10/09/2009,10/09/2009,1,1200000,25/01/2010,25/01/2010,1,2,50.0
76663,221142,Kamada,biotech,1,ISR,,,0,0,,,0,0,,,0,1,50.0
76666,221145,Etrali,enterprise,1,unknown,,,0,0,,,0,0,,,0,0,50.0
76682,22116,FusionX Hosting,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
76812,22129,Scoreloop,games_video,1,DEU,,,0,0,25/04/2009,18/08/2009,2,2800000,01/11/2009,11/10/2010,2,6,50.0
76821,22130,Ikanos,enterprise,1,USA,,,0,0,25/04/2009,25/04/2009,1,42000000,01/01/2001,01/01/2001,1,5,50.0
76832,22131,Demandware,enterprise,1,USA,,,0,0,13/02/2006,14/04/2010,4,50100002,15/07/2011,01/01/2013,2,16,50.0
76860,221338,Compass Technology Services,public_relations,1,USA,,,0,0,,,0,0,01/01/1998,01/01/1998,1,1,50.0
77187,22168,Infochimps,enterprise,1,USA,,,0,0,14/09/2010,04/06/2013,5,5350000,01/11/2011,17/12/2012,3,8,50.0
77202,221695,Logopro,design,1,ITA,,,0,0,01/03/2010,01/03/2010,1,148775,,,0,0,50.0
77207,2217,amiando,web,1,DEU,,,0,0,01/01/2007,01/03/2008,2,0,09/12/2010,01/09/2012,3,10,50.0
77249,221743,Slashdot Media,advertising,1,USA,,,0,0,,,0,0,01/09/2012,01/09/2012,1,1,50.0
77261,221756,TT Design Labs,hardware,1,USA,,,0,0,,,0,0,01/01/2012,06/06/2013,2,2,50.0
77262,221757,Webgistix,ecommerce,1,USA,,,0,0,,,0,0,,,0,0,50.0
77268,221763,"ICG America, Inc.",ecommerce,1,USA,,,0,0,,,0,0,,,0,0,50.0
77292,221794,California Reds,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
77294,221798,Games2U,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
77358,22187,Brandtology,web,1,SGP,,,0,0,27/04/2009,23/05/2013,2,3350000,01/09/2008,17/02/2011,2,4,50.0
77513,22203,Milo,web,1,USA,,,0,0,01/11/2008,24/11/2009,2,4950000,20/04/2010,01/11/2011,3,21,50.0
77578,2221,Qype,web,1,DEU,,,0,0,01/12/2005,23/11/2010,4,23084124,21/04/2009,26/11/2012,4,10,50.0
77599,22212,5to1,advertising,1,unknown,,,0,0,27/04/2009,10/11/2010,4,12809736,01/11/2009,18/05/2011,2,13,50.0
77685,22222,FledgeWing,web,0,USA,,,0,0,,,0,0,,,0,2,50.0
77720,222259,Athlon Energy,cleantech,1,USA,,,0,0,,,0,0,,,0,1,50.0
77735,222272,VII NETWORK,software,0,USA,,,0,0,22/11/2011,30/05/2013,2,1555124,,,0,1,50.0
77757,222298,reeplay.it,unknown,0,unknown,,,0,0,01/12/2009,01/12/2009,1,0,,,0,0,50.0
77784,222326,UannaBe,web,0,ITA,,,0,0,01/03/2010,01/03/2010,1,0,,,0,0,50.0
77957,2225,Escapia,software,1,USA,,,0,0,04/10/2006,24/06/2009,2,3600000,,,0,2,50.0
77968,222509,Smart Places,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
77969,22251,GigLocator,web,1,unknown,,,0,0,,,0,0,01/08/2009,20/06/2012,2,2,50.0
77982,222523,VizziHome,ecommerce,1,unknown,,,0,0,,,0,0,,,0,0,50.0
78025,222569,Feedster,unknown,0,unknown,,,0,0,,,0,0,01/03/2005,01/03/2005,1,4,50.0
78047,22259,Psion,unknown,1,GBR,,,0,0,,,0,0,01/01/2000,01/01/2000,1,5,50.0
78057,2226,Salesforce Radian6,web,1,CAN,,,0,0,29/05/2007,01/12/2008,2,9000000,01/05/2011,24/10/2012,3,11,50.0
78112,222658,Enigma,software,1,ISR,,,0,0,,,0,0,01/01/2000,11/09/2013,2,6,50.0
78203,222760,Mobius Semiconductor,semiconductor,1,USA,,,0,0,,,0,0,,,0,0,50.0
78210,222769,Eon Surgical,biotech,1,ISR,,,0,0,,,0,0,,,0,1,50.0
78280,22284,HipCricket,unknown,1,USA,,,0,0,15/10/2013,15/10/2013,1,9550000,01/01/2011,04/08/2011,2,5,50.0
78349,22291,Metreos Corporation,software,1,USA,,,0,0,20/03/2003,14/10/2004,2,4355000,01/02/2005,30/06/2010,3,8,50.0
78369,22293,Xiam,mobile,1,IRL,,,0,0,15/08/2004,15/08/2004,1,1221900,,,0,2,50.0
78438,223,Piczo,network_hosting,1,USA,,,0,0,01/01/2007,01/01/2007,1,11000000,01/03/2009,13/11/2013,5,11,50.0
78439,2230,Pivotal Labs,consulting,1,USA,05/10/2009,05/10/2009,1,1,,,0,0,04/12/2012,01/10/2013,2,26,0.0
78538,22310,BrandsOfTheWorld,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
78549,22311,Solid Cactus,public_relations,1,unknown,,,0,0,,,0,0,,,0,1,50.0
78559,22312,Web.com,network_hosting,1,USA,,,0,0,,,0,0,10/08/2006,03/08/2011,2,10,50.0
78617,22318,View2Gether,web,0,unknown,,,0,0,29/04/2009,29/04/2009,2,0,,,0,1,50.0
78833,2234,TwoFish,ecommerce,1,USA,,,0,0,01/12/2006,10/10/2008,2,9500000,01/01/2009,24/08/2009,2,6,50.0
78858,223425,PowerDsine,unknown,1,unknown,,,0,0,01/07/2001,01/07/2001,1,7000000,,,0,1,50.0
78931,223501,Fetch MD,health,0,USA,,,0,0,07/06/2013,07/06/2013,1,25000,01/06/2013,01/06/2013,1,4,50.0
78970,22354,kinkon,web,0,DEU,,,0,0,30/04/2009,30/04/2009,1,995625,01/09/2009,01/11/2009,2,8,50.0
79015,22359,Tr.im,web,0,CAN,,,0,0,,,0,0,13/10/2009,13/10/2009,1,2,50.0
79029,223610,Aurora Networks,mobile,1,USA,,,0,0,,,0,0,,,0,5,50.0
79037,22362,Third Brigade,security,1,unknown,,,0,0,07/04/2005,08/12/2005,2,16230000,01/01/2006,01/01/2006,1,5,50.0
79088,22367,Journalism Online,ecommerce,1,unknown,,,0,0,14/04/2009,14/04/2009,1,0,14/06/2010,14/06/2010,1,0,50.0
79207,223792,Blackstone Group,finance,1,USA,22/04/2013,12/11/2013,5,5,,,0,0,01/06/2011,03/11/2013,2,14,0.0
79227,223813,Apache Corp,cleantech,1,USA,,,0,0,,,0,0,01/01/1993,01/01/1993,1,3,50.0
79349,223939,"Henry Schein, Inc",unknown,1,USA,,,0,0,,,0,0,01/01/2002,26/11/2013,2,3,50.0
79402,224004,Seamless Technologies,web,1,USA,,,0,0,,,0,0,,,0,0,50.0
79455,224060,Bard Elecrtrophysiology,hardware,1,USA,,,0,0,,,0,0,01/01/1996,01/01/1996,1,1,50.0
79539,224147,MFG Labs,software,1,FRA,,,0,0,,,0,0,,,0,1,50.0
79572,224184,Veritape,software,1,GBR,,,0,0,,,0,0,,,0,1,50.0
79606,22422,Markafoni,ecommerce,1,TUR,,,0,0,15/03/2010,15/03/2010,1,7500000,01/04/2010,07/07/2011,3,4,50.0
79690,2243,Qifang,web,0,CHN,,,0,0,01/01/2007,01/01/2007,1,200000,03/03/2010,17/10/2011,2,1,50.0
79803,224410,Scan Control,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
79828,224435,Royal Health Care,biotech,1,USA,,,0,0,,,0,0,,,0,1,50.0
79880,22449,LETSGROOP,web,0,BEL,,,0,0,15/01/2009,15/01/2009,1,100000,,,0,2,50.0
79889,2245,Advaliant,advertising,0,USA,,,0,0,01/04/2004,01/04/2004,1,100000,01/04/2007,30/05/2009,2,6,50.0
79909,22452,Healogica,web,0,USA,,,0,0,20/03/2008,17/04/2009,2,890000,01/05/2010,01/05/2010,1,3,50.0
79954,224568,SapnaSolutions,unknown,1,unknown,,,0,0,,,0,0,01/02/2009,01/02/2009,1,1,50.0
79980,224595,Questcor Pharmaceuticals,biotech,1,USA,,,0,0,,,0,0,11/06/2013,11/06/2013,1,1,50.0
80006,224622,Saperion,manufacturing,1,DEU,,,0,0,02/12/2003,02/12/2003,1,0,01/01/2001,01/01/2001,1,1,50.0
80067,224698,Connectivity Data Systems,analytics,0,unknown,,,0,0,01/12/2010,01/12/2010,1,0,,,0,0,50.0
80194,224847,Visual Numerics,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
80195,224848,TotalView,unknown,1,unknown,,,0,0,,,0,0,01/01/2001,01/01/2001,1,1,50.0
80196,224849,Visualization for C++,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
80211,224865,GhostBird Software,unknown,1,CAN,,,0,0,,,0,0,,,0,0,50.0
80339,2250,PicScout,web,1,ISR,,,0,0,,,0,0,01/01/2009,30/09/2012,3,7,50.0
80389,22505,CreditCards.com,web,1,USA,,,0,0,15/01/2010,15/01/2010,1,58800000,01/10/2006,05/07/2010,2,9,50.0
80429,225094,CNS Response,biotech,1,USA,,,0,0,09/05/2011,16/09/2013,6,5800846,01/07/2010,01/07/2010,1,6,50.0
80444,22511,OffiSync,unknown,1,USA,,,0,0,,,0,0,01/01/2010,23/05/2011,3,2,50.0
80452,225119,Gladstone Investment Corporation,other,1,USA,,,0,0,,,0,0,,,0,1,50.0
80461,225129,Advanced Productivity Software,software,1,unknown,,,0,0,,,0,0,,,0,0,50.0
80464,225132,Star Seed,ecommerce,1,USA,,,0,0,,,0,0,,,0,0,50.0
80512,22518,Western Digital,hardware,1,USA,21/02/2013,19/11/2013,3,3,,,0,0,30/06/2010,12/03/2013,3,24,0.0
80515,225182,Cardiovascular Systems,biotech,1,USA,,,0,0,12/03/2013,12/03/2013,1,13500000,01/01/2007,01/01/2007,1,11,50.0
80532,2252,UnsubCentral,web,1,USA,,,0,0,,,0,0,,,0,1,50.0
80584,225252,Oxygen Biotherapeutics,biotech,1,USA,,,0,0,08/03/2013,29/11/2013,3,14079122,22/10/2013,22/10/2013,1,2,50.0
80611,225280,IntegralReach,games_video,1,USA,,,0,0,,,0,0,01/04/2012,01/04/2012,1,3,50.0
80629,2253,SKYLIST,web,1,USA,,,0,0,,,0,0,,,0,3,50.0
80641,225310,E-Lab,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
80661,225330,Belo,advertising,1,USA,,,0,0,,,0,0,,,0,2,50.0
80695,22537,Gist,web,1,USA,,,0,0,05/05/2009,28/07/2010,2,10750000,01/05/2009,07/11/2012,3,8,50.0
80723,2254,Q Interactive,advertising,1,unknown,,,0,0,01/09/2005,01/09/2005,1,1500000,01/10/2004,01/10/2004,1,6,50.0
80725,225401,Mobile First,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
80805,22548,NexJ Systems,enterprise,1,CAN,,,0,0,23/04/2010,19/05/2011,2,22846974,01/01/2012,01/11/2012,2,4,50.0
80824,2255,openPeople,web,0,DEU,,,0,0,21/03/2006,21/03/2006,1,242880,,,0,1,50.0
80825,225501,HD Supply Holdings,hardware,1,unknown,,,0,0,,,0,0,,,0,1,50.0
80888,22557,Bidoo,web,0,ESP,,,0,0,,,0,0,,,0,1,50.0
80937,225619,Antero Resources,other,1,USA,,,0,0,,,0,0,01/01/2004,01/01/2004,1,2,50.0
80991,22567,Huge,consulting,1,USA,,,0,0,,,0,0,01/01/2012,01/01/2012,1,17,50.0
81004,225684,OncoGenex,biotech,1,USA,,,0,0,04/01/2010,04/01/2010,1,10000000,,,0,3,50.0
81014,225697,Genesis Biopharma,biotech,1,USA,,,0,0,21/01/2011,06/06/2013,3,6990000,25/07/2013,25/07/2013,1,2,50.0
81028,22571,Synosia Therapeutics,biotech,1,CHE,,,0,0,05/01/2007,12/10/2010,3,91500000,12/10/2010,12/10/2010,1,5,50.0
81058,22574,GreenFuel,cleantech,0,unknown,,,0,0,01/05/2008,01/05/2008,1,13900000,,,0,2,50.0
81174,225868,Gentiva  Health Service,health,1,USA,,,0,0,29/10/2013,29/10/2013,1,53800000,,,0,3,50.0
81226,225922,YCVR.net,network_hosting,1,unknown,,,0,0,,,0,0,,,0,0,50.0
81260,225963,NAVTEQ's Radio and Television Group,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
81270,225974,CityCribs.com,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
81300,226003,Keyrus,unknown,1,unknown,,,0,0,,,0,0,01/01/1997,01/01/1997,1,1,50.0
81325,226030,JustChalo,mobile,1,USA,,,0,0,,,0,0,,,0,2,50.0
81419,22613,ePrivateHire,mobile,0,unknown,,,0,0,01/01/2006,01/01/2006,1,258215,,,0,3,50.0
81714,22646,Famiva,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
81775,22653,JustSpotted,search,1,unknown,,,0,0,01/07/2008,29/10/2009,2,765000,14/10/2010,01/01/2011,3,3,50.0
81779,22654,WonderHill,games_video,1,unknown,,,0,0,06/05/2009,06/05/2009,1,7000000,01/06/2009,22/10/2010,2,4,50.0
81840,22660,Zumbua,web,0,USA,,,0,0,,,0,0,,,0,1,50.0
82110,226868,NinjaRecon.com,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
82111,226869,Nupunet.com,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
82113,226870,Nunebu.com,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
82114,226871,EliteBusinessHosting.com,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
82115,226872,SiriusDigitalMedia.com,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
82230,2270,Maxis,software,1,USA,,,0,0,,,0,0,01/01/2010,17/06/2013,3,9,50.0
82261,227029,LDR Holding,health,1,USA,,,0,0,08/05/2012,08/05/2012,1,9722866,01/01/2000,01/01/2000,1,4,50.0
82351,22712,Fulcrum Microsystems,semiconductor,1,USA,,,0,0,09/05/2005,15/03/2010,4,81017493,01/01/2008,01/01/2008,1,2,50.0
82383,22715,CoreOptics,network_hosting,1,DEU,,,0,0,11/09/2002,01/04/2008,4,89500000,,,0,5,50.0
82412,22718,Telinet,network_hosting,1,GBR,,,0,0,03/06/2008,03/06/2008,1,21720000,,,0,4,50.0
82431,2272,Smalltown,web,0,USA,,,0,0,01/11/2005,01/11/2005,1,4000000,01/02/2007,13/05/2008,4,7,50.0
82441,22721,CubeTree,enterprise,1,USA,,,0,0,01/02/2008,02/11/2009,3,11500000,01/06/2009,03/05/2010,3,3,50.0
82451,227219,Poster,unknown,1,unknown,,,0,0,,,0,0,17/06/2013,17/06/2013,1,1,50.0
82494,22726,Servo Software,software,1,USA,,,0,0,15/12/2009,15/12/2009,1,3011408,15/12/2009,01/01/2010,3,11,50.0
82522,22729,SPOC Medical,other,0,USA,,,0,0,01/10/2006,01/06/2007,2,800000,,,0,8,50.0
82532,2273,Local2Me,advertising,1,USA,,,0,0,,,0,0,,,0,0,50.0
82589,227358,Android and Me,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
82627,2274,Intwine,unknown,1,unknown,,,0,0,,,0,0,,,0,4,50.0
82646,227418,Estate Lane,web,1,USA,,,0,0,,,0,0,02/02/2012,02/02/2012,1,1,50.0
82663,227437,CeramTec,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
82675,22745,SMobile Systems,software,1,USA,,,0,0,,,0,0,,,0,1,50.0
82715,227489,Smithfield,unknown,1,unknown,,,0,0,,,0,0,,,0,1,50.0
82716,22749,eMeta/Macrovision,unknown,1,unknown,,,0,0,,,0,0,01/02/2001,01/02/2001,1,1,50.0
82727,2275,Where,mobile,1,USA,,,0,0,31/12/2003,01/01/2009,4,19100000,12/12/2008,15/05/2011,6,23,50.0
82731,227503,MicroDose Therapeutx,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
82743,227515,Orchard Supply Hardware,other,1,unknown,,,0,0,,,0,0,01/01/2006,01/01/2006,1,1,50.0
82758,22753,Brandspace,ecommerce,1,GBR,,,0,0,,,0,0,,,0,0,50.0
82772,227543,World Point Terminals,other,1,USA,,,0,0,,,0,0,,,0,0,50.0
82775,227546,Fera Pharmaceuticals,biotech,1,unknown,,,0,0,,,0,0,,,0,0,50.0
82804,227580,International Automotive Components Group,enterprise,1,LUX,,,0,0,,,0,0,,,0,0,50.0
82821,2276,Zync,web,1,USA,,,0,0,,,0,0,,,0,4,50.0
82833,227610,Sinosoft Technology,other,1,CHN,,,0,0,,,0,0,,,0,0,50.0
82844,227622,Jannderee,other,1,ZAF,,,0,0,,,0,0,,,0,0,50.0
82851,227629,Heron Group,other,1,CAN,,,0,0,,,0,0,,,0,0,50.0
82860,22764,FocusFrame,consulting,1,USA,,,0,0,,,0,0,01/01/2004,01/01/2004,1,2,50.0
82894,22768,Nextstop,web,1,USA,,,0,0,,,0,0,01/01/2009,24/07/2012,2,4,50.0
82967,227754,Forkstream,other,1,unknown,,,0,0,,,0,0,,,0,0,50.0
83028,227815,Barnes Group,manufacturing,1,USA,,,0,0,,,0,0,01/01/1998,01/01/1998,1,5,50.0
83058,227845,Rock City Apps,social,0,USA,,,0,0,23/11/2011,28/02/2013,2,975000,,,0,4,50.0
83069,227861,Elan Corporation,biotech,1,IRL,,,0,0,,,0,0,01/01/2010,01/01/2010,1,8,50.0
83103,2279,Shelfari,web,1,USA,,,0,0,01/02/2007,01/02/2007,1,1000000,,,0,4,50.0
83159,22796,Equitrac,unknown,1,USA,,,0,0,,,0,0,,,0,1,50.0
83164,227967,Columbia Laboratories Inc.,biotech,1,USA,,,0,0,,,0,0,01/01/2001,01/01/2001,1,1,50.0
83180,227982,Idaho PC Services,consulting,0,USA,,,0,0,,,0,0,30/04/2013,30/04/2013,1,2,50.0
83194,227998,Standard Analytics,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
83196,228,Cyworld,web,1,KOR,,,0,0,,,0,0,01/01/2005,16/12/2010,4,1,50.0
83253,228058,Bionostics,biotech,1,USA,,,0,0,,,0,0,01/01/2012,01/01/2012,1,1,50.0
83261,228066,Dieletric parent corp,hardware,1,USA,,,0,0,,,0,0,,,0,0,50.0
83268,228072,Emcor Group,hardware,1,USA,,,0,0,,,0,0,01/01/1986,01/01/1986,1,2,50.0
