,entity_id,name,category_code,status,country_code,first_investment_at,last_investment_at,investment_rounds,invested_companies,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships,Average_inevstment_time
63077,20679,FileFront,web,1,USA,,,0,0,,,0,0,01/01/2002,01/04/2009,2,1,50.0
63107,20682,Sports Pickle,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
63109,206822,akosma,unknown,0,unknown,,,0,0,,,0,0,01/08/2008,01/08/2008,1,1,50.0
63135,20686,Accendra,software,1,unknown,,,0,0,,,0,0,,,0,0,50.0
63183,206909,Stonesoft,network_hosting,1,FIN,,,0,0,,,0,0,,,0,1,50.0
63253,20698,Tamarac,software,1,USA,,,0,0,29/08/2011,29/08/2011,1,1670000,,,0,1,50.0
63280,207014,"Cytokinetics, Inc.",unknown,1,USA,,,0,0,,,0,0,01/11/2009,01/11/2009,1,6,50.0
63348,2071,HomeRenovationGuide,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
63364,20712,AVG Technologies,security,1,CZE,,,0,0,06/09/2005,10/07/2009,2,252000000,01/12/2011,03/12/2013,3,17,50.0
63378,207132,Jimojo Pty Ltd,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
63383,20714,PC Tools,software,1,AUS,,,0,0,,,0,0,,,0,2,50.0
63401,20716,Sunbelt Software,security,1,USA,,,0,0,,,0,0,01/01/2002,13/07/2010,3,8,50.0
63441,2072,FiveLimes,web,1,unknown,,,0,0,,,0,0,,,0,1,50.0
63456,207212,Fairfax Financial Holdings,finance,1,CAN,04/11/2013,04/11/2013,1,1,,,0,0,01/01/1999,04/11/2013,2,11,0.0
63480,207237,DGE,consulting,1,USA,,,0,0,,,0,0,,,0,0,50.0
63751,20753,MarkMonitor,security,1,USA,,,0,0,11/05/2006,11/05/2006,1,12000000,01/01/2009,18/10/2010,2,7,50.0
63922,20771,Ravant,ecommerce,0,USA,,,0,0,,,0,0,,,0,2,50.0
64005,207801,Summit Software,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
64021,20782,PickPark,software,0,DEU,,,0,0,01/08/2008,01/08/2008,1,15574,,,0,3,50.0
64076,207879,"Integritas Solutions, Inc.",unknown,1,unknown,,,0,0,,,0,0,01/01/2003,01/01/2003,1,1,50.0
64110,207923,HotMail,unknown,1,unknown,,,0,0,,,0,0,01/01/1996,01/01/1996,1,6,50.0
64181,207995,Lifeloc Technologies,enterprise,1,USA,,,0,0,,,0,0,01/07/2009,01/07/2009,1,1,50.0
64184,208,Oodle,social,1,USA,,,0,0,01/05/2006,03/09/2010,4,23100000,15/12/2010,05/12/2012,3,17,50.0
64185,2080,TalentSpring,web,1,USA,,,0,0,14/10/2009,14/10/2009,1,2700000,18/05/2007,01/01/2008,2,2,50.0
64215,20803,Cruxy,advertising,0,unknown,,,0,0,,,0,0,,,0,0,50.0
64223,20804,Documentary Films Network,games_video,0,unknown,,,0,0,,,0,0,,,0,0,50.0
64325,208145,PPS,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
64338,20816,ThunderHost.org,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
64346,208167,Pioneer Surgical Technology,unknown,1,unknown,,,0,0,,,0,0,01/11/2010,01/11/2010,1,6,50.0
64378,2082,FanBoom,web,0,USA,,,0,0,01/01/2008,01/01/2008,1,10000,,,0,2,50.0
64379,20820,Cellmania,mobile,1,USA,,,0,0,,,0,0,01/03/2003,24/08/2010,2,9,50.0
64402,208222,FlexPoint Technology,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
64428,20825,Preview Networks,games_video,1,DNK,,,0,0,01/12/2007,01/12/2007,1,4000000,01/10/2010,11/02/2013,3,10,50.0
64495,20832,LookStat,ecommerce,0,USA,,,0,0,23/04/2009,23/04/2009,1,500000,01/01/2009,23/04/2009,2,3,50.0
64504,208332,CleanApp,mobile,0,USA,,,0,0,22/04/2013,22/04/2013,1,5300,30/04/2013,30/04/2013,1,4,50.0
64627,20846,Indicative Software,software,1,USA,,,0,0,12/04/2006,12/04/2006,1,6000000,,,0,3,50.0
64636,20847,Nimsoft,software,1,USA,,,0,0,10/01/2007,13/10/2008,2,22300000,01/01/2010,25/05/2010,3,11,50.0
64720,208560,tanmou,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
64813,20866,Fluid Routing Solutions,other,1,unknown,,,0,0,,,0,0,,,0,0,50.0
64980,208845,Transition Therapeutics,biotech,1,CAN,,,0,0,16/08/2013,16/08/2013,1,11000000,01/01/2007,17/06/2013,2,5,50.0
65022,20889,oneforty,enterprise,1,USA,,,0,0,10/06/2009,11/01/2010,4,2345000,16/06/2010,18/08/2011,3,13,50.0
65091,20896,AdWhirl,advertising,1,unknown,,,0,0,17/06/2009,17/06/2009,1,1000000,01/03/2009,13/06/2013,2,2,50.0
65121,20899,Windows Live Hotmail,unknown,1,USA,,,0,0,,,0,0,24/03/2010,14/03/2013,2,0,50.0
65214,20910,Branded Payment Solutions,other,1,IRL,,,0,0,19/03/2009,19/03/2009,1,136710,,,0,2,50.0
65259,209146,Array BioPharma,biotech,1,USA,,,0,0,,,0,0,01/01/2008,30/07/2013,2,10,50.0
65303,209191,HomeHealthWorker,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
65332,20922,iPropertyWebsites,ecommerce,1,unknown,,,0,0,,,0,0,,,0,0,50.0
65423,209318,CDW Corporation,hardware,1,USA,,,0,0,,,0,0,01/01/2002,01/01/2002,1,10,50.0
65472,20938,IdentityTruth,security,1,USA,,,0,0,,,0,0,13/04/2011,13/04/2011,1,3,50.0
65510,209421,OurHouse.com,unknown,0,unknown,,,0,0,27/01/2000,27/01/2000,1,30000000,01/01/1999,01/01/1999,1,4,50.0
65529,20944,GreenOptions Media,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
65596,20951,Soar Consulting,consulting,1,USA,,,0,0,,,0,0,,,0,0,50.0
65644,209556,Taxi Pro,unknown,1,AUS,,,0,0,,,0,0,01/06/2009,01/06/2009,1,1,50.0
65666,20958,Payzone - Open Loop Gift business,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
65678,209591,Cameleon Software,software,1,USA,,,0,0,,,0,0,01/01/2009,24/10/2013,2,7,50.0
65792,20971,Harman International Industries,other,1,USA,,,0,0,,,0,0,15/09/2010,01/01/2012,2,28,50.0
65803,20972,Intermec,hardware,1,USA,,,0,0,,,0,0,01/01/2000,16/03/2011,2,4,50.0
65931,209847,Loki Studios,unknown,1,unknown,,,0,0,,,0,0,,,0,3,50.0
65933,209849,Volvo Rents Construction,other,1,SWE,,,0,0,,,0,0,01/01/2005,01/01/2005,1,2,50.0
66061,209980,Extended Results,software,1,USA,,,0,0,,,0,0,21/03/2009,23/05/2013,2,2,50.0
66082,21,Wis.dm,network_hosting,0,USA,,,0,0,01/08/2007,01/08/2007,1,5000000,,,0,4,50.0
66172,2101,Offermatica,software,1,USA,,,0,0,20/09/2005,20/09/2005,1,7000000,,,0,7,50.0
66267,2102,Touch Clarity,unknown,1,unknown,,,0,0,,,0,0,01/08/2004,01/08/2004,1,2,50.0
66331,210264,Capella Technologies,unknown,1,USA,,,0,0,,,0,0,13/05/2013,13/05/2013,1,0,50.0
66363,210296,ISIS,other,1,USA,,,0,0,01/06/2007,01/06/2007,1,400000,14/11/2013,14/11/2013,1,0,50.0
66376,210310,Loadstreet,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
66397,21033,Paisley,software,1,USA,,,0,0,,,0,0,,,0,2,50.0
66434,210366,Top Image Systems,enterprise,1,ISR,,,0,0,21/06/2011,21/06/2011,1,2850000,01/01/2008,01/01/2008,1,7,50.0
66448,21038,Swoopo,ecommerce,0,USA,,,0,0,01/01/2006,02/04/2009,2,14000000,01/01/2010,27/03/2011,2,9,50.0
66469,21040,Diligent Technologies,security,1,USA,,,0,0,21/08/2007,21/08/2007,1,10500000,01/04/2006,01/04/2006,1,3,50.0
66480,21041,Double-Take Software,software,1,USA,,,0,0,,,0,0,01/01/2008,17/05/2010,2,1,50.0
66490,210419,Greenmoor Financial Group,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
66543,210471,webKPI,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
66550,210478,AndersonBrecon,biotech,1,USA,,,0,0,13/05/2013,13/05/2013,1,75000000,,,0,0,50.0
66581,210507,Screentech,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
66605,210533,OneOps,web,1,unknown,,,0,0,,,0,0,,,0,3,50.0
66607,210535,GTCR,unknown,1,unknown,,,0,0,,,0,0,,,0,3,50.0
66629,210558,"Millbrook, Inc.",unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
66658,21059,KnewCo,search,0,USA,,,0,0,13/07/2010,18/04/2012,2,3140000,01/01/2009,01/01/2009,1,2,50.0
66676,21061,inFreeDA,mobile,1,USA,,,0,0,01/11/2005,01/11/2005,1,0,01/08/2005,01/08/2005,1,2,50.0
66678,210611,BankLink,enterprise,1,NZL,,,0,0,,,0,0,,,0,0,50.0
66785,210730,Niumba,unknown,1,ESP,,,0,0,,,0,0,,,0,0,50.0
66842,2108,AshleyMadison.com,web,1,CAN,,,0,0,,,0,0,01/02/2002,31/07/2012,3,1,50.0
66858,21082,TweetPhoto,web,1,USA,,,0,0,13/04/2010,13/04/2010,1,2600000,01/11/2009,18/08/2010,3,7,50.0
66904,210869,Medical Metrx Solutions,biotech,1,unknown,,,0,0,03/08/2003,03/08/2003,1,0,,,0,0,50.0
66942,210911,EZ Prints,unknown,1,unknown,,,0,0,,,0,0,,,0,1,50.0
66998,210969,One Main.com,web,1,unknown,,,0,0,,,0,0,01/01/1999,01/01/1999,1,2,50.0
67022,210996,ElisaDBI,enterprise,1,ESP,,,0,0,,,0,0,,,0,0,50.0
67032,211004,Ocean Outdoor,advertising,1,GBR,,,0,0,13/05/2008,13/05/2008,1,11597928,01/05/2012,01/05/2012,1,3,50.0
67041,211015,Media Rhythm Group,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
67063,211037,SelStor,other,1,SWE,,,0,0,07/05/2008,19/02/2012,3,39422004,,,0,2,50.0
67069,211043,Blueheath Holdings,other,1,GBR,,,0,0,17/01/2001,22/06/2006,3,15492312,,,0,0,50.0
67081,211057,Almondy,unknown,1,GBR,,,0,0,01/01/1996,05/02/2008,3,10038300,,,0,1,50.0
67082,211058,City Invoice Finance,other,1,GBR,,,0,0,16/09/1998,16/09/1998,1,0,,,0,0,50.0
67092,211067,Exchange Group,education,0,GBR,,,0,0,22/10/2003,22/10/2003,1,0,,,0,0,50.0
67093,211068,PROTEGO,unknown,1,GBR,,,0,0,27/04/2004,27/04/2004,1,0,,,0,0,50.0
67157,211136,Suso,unknown,1,GBR,,,0,0,31/08/2007,31/08/2007,1,7338174,,,0,1,50.0
67158,211137,ITIS Holdings,unknown,1,USA,,,0,0,02/09/1999,16/08/2007,3,10964644,,,0,2,50.0
67190,21117,Nitobi Software,software,1,unknown,,,0,0,,,0,0,,,0,3,50.0
67200,21118,Groxis,unknown,0,USA,,,0,0,28/08/2006,28/08/2006,1,4000000,01/01/2006,01/01/2006,1,1,50.0
67221,21120,GoNogging,ecommerce,0,unknown,,,0,0,01/10/2008,01/10/2008,1,150000,20/03/2009,20/03/2009,1,2,50.0
67228,211209,Streetcar,other,1,GBR,,,0,0,08/03/2007,30/03/2009,3,16212602,,,0,0,50.0
67229,21121,Bantam Live,enterprise,1,USA,,,0,0,01/12/2008,31/12/2009,2,1650000,06/02/2010,04/04/2011,3,3,50.0
67242,211223,Lovejuice,other,1,unknown,,,0,0,29/05/2006,18/07/2007,2,8928808,,,0,0,50.0
67248,21123,ChangYou,games_video,1,CHN,,,0,0,,,0,0,01/01/2010,11/05/2011,2,1,50.0
67279,211260,Gist Design,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
67369,211374,PDV,consulting,1,GBR,,,0,0,02/05/2000,05/03/2002,2,6220000,,,0,0,50.0
67395,2114,Imified,mobile,1,unknown,,,0,0,,,0,0,14/05/2007,14/05/2007,1,2,50.0
67407,211417,Priority Diabetes Supply,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
67477,211487,WARL Group,unknown,1,GBR,,,0,0,,,0,0,,,0,0,50.0
67490,211500,Channel 4,unknown,1,unknown,,,0,0,,,0,0,01/01/2006,01/01/2006,1,13,50.0
67495,211506,Consumer Search HK,search,1,HKG,,,0,0,,,0,0,,,0,0,50.0
67505,211517,syncdog,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
67523,211535,mobilicity,mobile,1,CAN,,,0,0,,,0,0,,,0,0,50.0
67528,21154,Iron Mountain,security,1,USA,,,0,0,,,0,0,01/01/2011,28/08/2013,2,30,50.0
67557,21157,CityAmigo,web,0,unknown,,,0,0,,,0,0,,,0,2,50.0
67572,211585,getcloudready,unknown,1,IND,,,0,0,,,0,0,,,0,0,50.0
67623,21164,VidPay,advertising,0,unknown,,,0,0,01/01/2008,01/01/2008,1,150000,10/04/2009,10/04/2009,1,2,50.0
67644,211659,Mydeco3D,ecommerce,1,unknown,,,0,0,,,0,0,,,0,0,50.0
67770,21180,N2 The Net,network_hosting,1,USA,,,0,0,,,0,0,,,0,1,50.0
67780,21181,Shoebuy,ecommerce,1,USA,,,0,0,,,0,0,01/01/2005,01/01/2005,1,3,50.0
67857,2119,ioko,software,1,GBR,,,0,0,,,0,0,01/01/2008,11/04/2011,2,5,50.0
67866,21191,CheapCheapCheap,ecommerce,1,USA,,,0,0,,,0,0,,,0,2,50.0
67938,211984,Versafe,unknown,1,unknown,,,0,0,,,0,0,01/01/2012,17/09/2013,2,1,50.0
67952,212,Scripps Networks Interactive,web,1,USA,,,0,0,01/03/2010,01/03/2010,1,10000000,05/11/2009,01/04/2013,3,13,50.0
68004,212059,Cap Wireless Inc.,mobile,1,USA,,,0,0,,,0,0,01/01/1998,01/01/1998,1,1,50.0
68044,2121,UGAME,web,0,GBR,,,0,0,01/07/2007,01/07/2007,1,0,,,0,5,50.0
68052,21211,Applied Insights,unknown,1,GBR,,,0,0,,,0,0,,,0,0,50.0
68058,21212,WebAbacus,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
68137,2122,CoActLive,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
68188,21226,Red McCombs Media,advertising,1,USA,,,0,0,,,0,0,,,0,0,50.0
68218,212292,Johns Manville,unknown,1,unknown,,,0,0,,,0,0,01/01/2005,01/01/2005,1,5,50.0
68245,21232,newScale,enterprise,1,USA,,,0,0,29/03/2005,10/07/2009,3,28200000,01/01/2007,29/03/2011,3,5,50.0
68363,212459,Precise Software,unknown,1,unknown,,,0,0,17/04/2012,17/04/2012,1,6000000,01/01/2009,01/01/2009,1,10,50.0
68412,212510,Trius Therapeutics,biotech,1,USA,,,0,0,07/06/2011,07/06/2011,1,30162500,,,0,8,50.0
68431,21253,Divided,other,0,unknown,,,0,0,28/08/2006,28/08/2006,1,100000,,,0,1,50.0
68491,21259,iPlatform Ltd,other,1,GBR,,,0,0,,,0,0,01/11/2010,01/11/2010,1,8,50.0
68499,212601,OnQueue Technologies,ecommerce,1,unknown,,,0,0,,,0,0,,,0,0,50.0
68503,212610,BayesCamp,education,1,USA,,,0,0,,,0,0,01/02/2013,01/02/2013,1,1,50.0
68522,21263,TV Pixie,web,0,GBR,,,0,0,01/01/2009,01/01/2009,1,69585,01/01/2009,01/01/2009,1,1,50.0
68650,21275,Broadersheet,web,0,GBR,,,0,0,01/01/2009,01/01/2009,1,0,,,0,2,50.0
68694,212794,UnitedHealth Group,unknown,1,USA,,,0,0,,,0,0,01/01/2010,01/01/2010,1,14,50.0
68706,21281,HBOlab,games_video,1,unknown,,,0,0,,,0,0,,,0,0,50.0
68730,21285,AMD Handheld Graphics,semiconductor,1,USA,,,0,0,,,0,0,,,0,1,50.0
68740,21286,HI-TECH Software,software,1,AUS,,,0,0,,,0,0,01/09/2005,01/09/2005,1,1,50.0
68751,21287,Microchip Technologies,semiconductor,1,USA,,,0,0,,,0,0,18/08/2011,18/08/2011,1,5,50.0
68833,21295,RevenueDirect,network_hosting,1,USA,,,0,0,,,0,0,,,0,0,50.0
68851,21297,Match.com Europe,web,1,unknown,,,0,0,,,0,0,01/01/2007,01/01/2007,1,1,50.0
68945,21308,Joobili,web,1,HUN,,,0,0,01/01/2009,01/01/2009,1,80000,,,0,3,50.0
68990,213125,InvestorForce,software,1,USA,,,0,0,,,0,0,01/04/2010,01/04/2010,1,2,50.0
69023,213158,BookMyBest,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
69035,21317,Datatel,software,1,USA,,,0,0,,,0,0,17/11/2008,10/02/2011,2,5,50.0
69055,21319,Aerovance,biotech,0,USA,,,0,0,28/03/2007,21/03/2011,4,118500000,01/01/2007,01/01/2007,1,3,50.0
69067,21320,EnergyHub,cleantech,1,USA,,,0,0,02/09/1999,03/12/2012,5,33052663,15/12/2010,30/08/2011,3,8,50.0
69068,213201,FileBound,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
69086,21322,Scan & Target,software,0,unknown,,,0,0,08/04/2009,08/04/2009,1,1323100,,,0,0,50.0
69163,213299,Cronto,security,1,GBR,,,0,0,,,0,0,,,0,0,50.0
69217,213354,Actavis,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
69223,213362,Actagene Oncology,biotech,1,unknown,,,0,0,,,0,0,01/02/2013,01/02/2013,1,1,50.0
69238,213379,Mortgage U,education,1,USA,,,0,0,,,0,0,,,0,1,50.0
69243,213383,Rockwell Medical,biotech,1,USA,,,0,0,18/06/2013,18/06/2013,1,20000000,,,0,2,50.0
69271,213413,Prosoft Tecnologia S.A.,enterprise,1,BRA,,,0,0,,,0,0,01/09/1996,01/09/1996,1,1,50.0
69284,21343,CoTweet,advertising,1,USA,,,0,0,09/07/2009,09/07/2009,1,1100000,01/08/2009,11/07/2013,2,9,50.0
69351,2135,China-8,web,0,HKG,,,0,0,01/06/2006,01/06/2006,1,100000,27/10/2009,07/12/2013,2,1,50.0
69361,21351,Bomeiti,advertising,0,CHN,,,0,0,,,0,0,01/06/2009,01/06/2009,1,3,50.0
69433,21359,Jobzle,other,0,USA,,,0,0,01/09/2008,01/06/2010,2,30000,01/06/2010,22/03/2011,2,3,50.0
69439,213595,Xencor,biotech,1,USA,,,0,0,01/07/2013,01/07/2013,1,7597653,,,0,7,50.0
69461,21362,zembly,software,0,unknown,,,0,0,,,0,0,10/11/2009,10/11/2009,1,4,50.0
69536,21370,Fusion-io,enterprise,1,USA,,,0,0,31/03/2008,21/04/2010,3,111500000,09/03/2011,11/04/2013,3,27,50.0
69543,21371,Pyxis Technology,software,1,unknown,,,0,0,26/06/2006,20/04/2010,3,13470000,01/01/2005,01/01/2005,1,2,50.0
69611,21378,Ember,mobile,1,USA,,,0,0,17/10/2002,18/01/2010,4,118000000,08/02/2011,03/12/2013,3,8,50.0
69677,21385,Sunesis Pharmaceuticals,biotech,1,unknown,,,0,0,07/04/2009,07/04/2009,1,43500000,01/01/2000,01/10/2010,2,9,50.0
69740,21392,Identiphi,enterprise,1,USA,,,0,0,,,0,0,,,0,0,50.0
69752,213932,American HealthTech,biotech,1,USA,,,0,0,,,0,0,01/01/2005,01/01/2005,1,1,50.0
69763,213943,Front Door Insights,mobile,1,unknown,,,0,0,,,0,0,,,0,0,50.0
69770,21395,Phurnace Software,software,1,USA,,,0,0,11/09/2007,01/07/2008,2,10000000,01/06/2010,01/06/2010,1,9,50.0
69782,213961,parastapienelle,unknown,1,FIN,,,0,0,,,0,0,,,0,0,50.0
69796,213975,kalvin,enterprise,1,USA,,,0,0,,,0,0,,,0,0,50.0
69813,213995,Xellia Pharmaceuticals,biotech,1,NOR,,,0,0,,,0,0,,,0,0,50.0
69818,214,Ujogo,web,0,USA,,,0,0,01/07/2007,01/07/2007,1,0,01/01/2006,30/05/2013,3,4,50.0
69830,214010,pressvote,hardware,1,ESP,,,0,0,,,0,0,,,0,0,50.0
69886,214069,Ocera Therapeutics,biotech,1,USA,,,0,0,30/03/2012,06/11/2013,3,49500150,01/01/1984,01/01/1984,1,5,50.0
69972,21417,Digitaria,advertising,1,USA,,,0,0,,,0,0,,,0,2,50.0
70147,21434,KeyNeurotek Pharmaceuticals,biotech,0,unknown,,,0,0,07/04/2009,07/04/2009,1,10869100,,,0,0,50.0
70255,21446,Traversa Therapeutics,biotech,0,USA,,,0,0,04/02/2008,07/04/2009,2,7000000,,,0,1,50.0
70309,214517,YO! Debit Card Network,other,1,unknown,,,0,0,,,0,0,,,0,0,50.0
70312,21452,Pathway Medical Technologies,biotech,1,unknown,,,0,0,01/03/2009,01/03/2009,1,42500000,,,0,2,50.0
70321,21453,LensX Lasers,biotech,1,unknown,,,0,0,01/03/2009,01/03/2009,1,22360000,,,0,0,50.0
70337,214545,Tie Try,ecommerce,1,unknown,,,0,0,,,0,0,,,0,0,50.0
70372,214579,HAHT Commerce,unknown,1,unknown,,,0,0,,,0,0,01/01/2001,01/01/2001,1,3,50.0
70377,214585,Sheshunoff Information Services,education,1,USA,,,0,0,,,0,0,,,0,0,50.0
70414,214620,Fintel,enterprise,1,USA,,,0,0,,,0,0,,,0,0,50.0
70422,214629,Alcobra Pharmaceuticals,biotech,1,unknown,,,0,0,,,0,0,01/01/2013,01/01/2013,1,1,50.0
70493,21470,Magic Rock Entertainment,games_video,0,USA,,,0,0,01/04/2006,01/04/2006,1,100000,29/12/2010,29/12/2010,1,4,50.0
70516,21473,PayCycle,enterprise,1,unknown,,,0,0,,,0,0,04/02/2012,01/01/2013,2,9,50.0
70670,2149,Maven Networks,games_video,1,USA,,,0,0,07/08/2006,07/08/2006,1,12000000,01/01/2007,31/01/2011,3,9,50.0
70688,21492,Airship Ventures,other,0,USA,,,0,0,09/05/2008,01/03/2009,2,10500000,08/07/2011,08/07/2011,1,3,50.0
70766,215,Recipezaar,web,1,USA,,,0,0,,,0,0,,,0,2,50.0
70796,215029,SmartTrack,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
70798,215030,Prolificx,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
70847,215081,Iriscouch,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
70857,215090,Folders,mobile,1,unknown,,,0,0,,,0,0,23/05/2013,23/05/2013,1,0,50.0
70879,215110,Plumorganics,other,1,unknown,,,0,0,,,0,0,,,0,0,50.0
70899,21513,iZumi Bio,biotech,1,USA,,,0,0,14/04/2009,14/04/2009,1,20000000,,,0,0,50.0
70906,215136,Global Brass and Copper Holdings,other,1,USA,,,0,0,,,0,0,,,0,0,50.0
70933,215163,Arcam,hardware,1,SWE,,,0,0,,,0,0,,,0,0,50.0
70937,215167,Glencore Xstrata,enterprise,1,CHE,,,0,0,,,0,0,26/10/2013,26/10/2013,1,0,50.0
70971,2152,The Point,web,0,USA,,,0,0,01/11/2007,01/02/2008,2,7300000,01/01/2006,02/12/2009,3,1,50.0
71038,21528,avVenta,advertising,1,USA,,,0,0,14/01/2009,14/01/2009,1,20000000,01/01/2011,01/01/2011,1,10,50.0
71049,21529,IMASTE,enterprise,1,ESP,,,0,0,01/09/2011,01/09/2011,1,999950,18/03/2003,01/06/2012,2,5,50.0
71071,21531,Keenpath,consulting,0,USA,,,0,0,,,0,0,01/01/2009,01/01/2009,1,1,50.0
71092,21533,Pinnacle software,unknown,1,unknown,,,0,0,,,0,0,01/01/1998,01/01/1998,1,1,50.0
71111,21535,globalscholar.com,other,1,USA,,,0,0,04/02/2008,04/02/2008,1,27000000,,,0,4,50.0
71159,2154,hubbuzz.com,web,0,USA,,,0,0,01/03/2007,01/03/2007,1,750000,,,0,1,50.0
71251,2155,Rent.com,web,1,USA,,,0,0,,,0,0,14/10/2008,21/12/2012,5,15,50.0
71334,21559,On2 Technologies,games_video,1,USA,,,0,0,10/01/2005,10/01/2005,1,5240000,01/01/2009,20/08/2010,2,12,50.0
71343,2156,MyNewPlace,web,1,USA,,,0,0,22/03/2006,18/09/2006,2,20000000,,,0,6,50.0
71394,21565,Gear6,network_hosting,1,USA,,,0,0,11/07/2006,26/03/2008,2,20000000,01/10/2009,16/03/2010,2,4,50.0
71460,21572,Tuenti Technologies,social,1,ESP,,,0,0,24/03/2010,24/03/2010,1,12004200,01/11/2011,11/07/2012,2,13,50.0
71552,215819,Auxilium Pharmaceuticals,biotech,1,USA,,,0,0,,,0,0,01/01/2007,20/09/2013,2,9,50.0
71607,21588,Zinkk,software,0,USA,,,0,0,,,0,0,,,0,5,50.0
71704,21598,Solera Networks,analytics,1,USA,,,0,0,01/01/2005,30/01/2012,6,51700000,01/01/2010,18/12/2012,2,11,50.0
71727,21600,Synageva BioPharma,biotech,1,USA,,,0,0,01/01/1960,21/03/2011,4,117000000,13/07/2012,13/07/2012,1,6,50.0
71778,216058,Gambro,unknown,1,USA,,,0,0,,,0,0,01/01/2011,01/01/2011,1,3,50.0
71790,21607,Service Beacon,web,0,unknown,,,0,0,,,0,0,,,0,0,50.0
71869,216152,gagglebiz.com,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
71870,216153,dealivery.ca,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
71871,216154,indulgeliving.com,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
71872,216155,gobabu.com,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
71873,216156,bargoonz.ca,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
71874,216157,PriceDodger,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
71929,21621,ScreenToaster,software,1,FRA,,,0,0,,,0,0,19/06/2009,19/06/2009,1,1,50.0
71940,21622,PriceMinister,unknown,1,FRA,,,0,0,,,0,0,17/06/2010,30/10/2010,2,8,50.0
71967,216248,SmartPay,web,1,USA,,,0,0,,,0,0,01/01/2004,01/01/2004,1,1,50.0
71990,216270,AllPosters.com,design,1,unknown,,,0,0,,,0,0,01/01/2000,01/01/2000,1,1,50.0
72048,21634,niid.to,web,0,GBR,,,0,0,01/04/2009,01/04/2009,1,0,,,0,2,50.0
72161,21646,Planet Out,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
72171,216469,Chicago Bridge & Iron Company (CB&I),cleantech,1,NLD,,,0,0,,,0,0,,,0,1,50.0
72198,216499,The Brickman Group,other,1,USA,,,0,0,,,0,0,,,0,5,50.0
72239,21654,Level 5 Networks,semiconductor,1,USA,,,0,0,20/06/2005,20/06/2005,1,30000000,01/01/2004,01/01/2004,1,3,50.0
72264,216563,AEC Environmental Ltd,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
72302,21660,N-able Technologies,software,1,CAN,,,0,0,05/10/2011,05/10/2011,1,0,30/11/2010,30/11/2010,1,9,50.0
72321,21662,LANDesk Software,software,1,USA,,,0,0,,,0,0,,,0,21,50.0
72332,21663,Avocent,software,1,USA,,,0,0,,,0,0,01/01/2008,01/01/2008,1,12,50.0
72543,216850,Constellium,other,1,FRA,,,0,0,,,0,0,,,0,0,50.0
72592,2169,LUNARR,web,0,USA,,,0,0,,,0,0,06/02/2008,06/02/2008,1,3,50.0
72626,21693,sofatronic,hardware,0,unknown,,,0,0,06/02/2009,06/02/2009,1,0,,,0,0,50.0
72645,21695,GameGavel.com,games_video,1,unknown,,,0,0,,,0,0,,,0,0,50.0
72669,216976,Advanced Liquid Logic,hardware,1,USA,,,0,0,06/05/2010,24/05/2013,3,3000001,01/01/2010,01/01/2010,1,1,50.0
72692,217,stylediary,web,1,USA,,,0,0,,,0,0,01/02/2010,27/04/2011,2,2,50.0
72841,21716,"Image America, Inc.",other,1,USA,,,0,0,,,0,0,,,0,2,50.0
